,ActivityIdentifier,Dissolved oxygen (DO),Nitrate,"Temperature, water",Turbidity,pH,ProjectIdentifier,ActivityStartDate,LongitudeMeasure,LatitudeMeasure,Year,Month,Day,Weekday,Hour,Previous_DO,Previous_Temp,Previous_Turb,Previous_pH,DO_lag1,Temp_lag1,Turb_lag1,pH_lag1,Predicted_DO(1 day into the future)
241,11NPSWRD_WQX-GOGA_CCSF_OM09_19901023_1434019,11.7,1.0,11.7,4.9399999999999995,7.68,GOGA0003,1990-10-23,-122.521677,37.772495,1990,10,23,1,0,11.7,11.7,4.9399999999999995,7.68,11.7,11.7,4.9399999999999995,7.68,11.70000000000002
242,11NPSWRD_WQX-GOGA_CCSF_OM09_19901023_1434021,11.7,1.0,11.7,4.9399999999999995,7.69,GOGA0003,1990-10-23,-122.521677,37.772495,1990,10,23,1,0,11.7,11.7,4.9399999999999995,7.68,11.7,11.7,4.9399999999999995,7.68,11.70000000000002
243,11NPSWRD_WQX-GOGA_CCSF_OM09_19901023_1434022,11.7,1.0,11.7,4.9399999999999995,7.69,GOGA0003,1990-10-23,-122.521677,37.772495,1990,10,23,1,0,11.7,11.7,4.9399999999999995,7.69,11.7,11.7,4.9399999999999995,7.69,11.70000000000002
244,11NPSWRD_WQX-GOGA_CCSF_OM09_19901204_1434025,10.8,1.0,10.8,4.9399999999999995,7.41,GOGA0003,1990-12-04,-122.521677,37.772495,1990,12,4,1,0,11.7,11.7,4.9399999999999995,7.69,11.7,11.7,4.9399999999999995,7.69,10.79999999999998
245,11NPSWRD_WQX-GOGA_CCSF_OM09_19901204_1434027,10.8,1.0,10.8,4.9399999999999995,7.41,GOGA0003,1990-12-04,-122.521677,37.772495,1990,12,4,1,0,10.8,10.8,4.9399999999999995,7.41,10.8,10.8,4.9399999999999995,7.41,10.79999999999998
246,11NPSWRD_WQX-GOGA_CCSF_OM09_19901204_1434029,10.8,1.0,10.8,4.9399999999999995,7.41,GOGA0003,1990-12-04,-122.521677,37.772495,1990,12,4,1,0,10.8,10.8,4.9399999999999995,7.41,10.8,10.8,4.9399999999999995,7.41,10.79999999999998
247,11NPSWRD_WQX-GOGA_CCSF_OM09_19901204_1434030,10.8,1.0,10.8,4.9399999999999995,7.41,GOGA0003,1990-12-04,-122.521677,37.772495,1990,12,4,1,0,10.8,10.8,4.9399999999999995,7.41,10.8,10.8,4.9399999999999995,7.41,10.79999999999998
248,11NPSWRD_WQX-GOGA_CCSF_OM09_19901204_1434032,10.8,1.0,10.8,4.9399999999999995,7.41,GOGA0003,1990-12-04,-122.521677,37.772495,1990,12,4,1,0,10.8,10.8,4.9399999999999995,7.41,10.8,10.8,4.9399999999999995,7.41,10.79999999999998
249,11NPSWRD_WQX-GOGA_CCSF_OM09_19901204_1434034,10.8,1.0,10.8,4.9399999999999995,7.42,GOGA0003,1990-12-04,-122.521677,37.772495,1990,12,4,1,0,10.8,10.8,4.9399999999999995,7.41,10.8,10.8,4.9399999999999995,7.41,10.79999999999998
250,11NPSWRD_WQX-GOGA_CCSF_OM09_19901204_1434035,10.8,1.0,10.8,4.9399999999999995,7.42,GOGA0003,1990-12-04,-122.521677,37.772495,1990,12,4,1,0,10.8,10.8,4.9399999999999995,7.42,10.8,10.8,4.9399999999999995,7.42,10.79999999999998
272,11NPSWRD_WQX-GOGA_CCSF_OM09_19911203_1434077,11.1,1.0,11.1,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.521677,37.772495,1991,12,3,1,0,10.8,10.8,4.9399999999999995,7.42,10.8,10.8,4.9399999999999995,7.42,11.100000000000007
273,11NPSWRD_WQX-GOGA_CCSF_OM09_19911203_1434079,10.9,1.0,10.9,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.521677,37.772495,1991,12,3,1,0,11.1,11.1,4.9399999999999995,7.77,11.1,11.1,4.9399999999999995,7.77,10.899999999999991
274,11NPSWRD_WQX-GOGA_CCSF_OM09_19911203_1434080,10.9,1.0,10.9,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.521677,37.772495,1991,12,3,1,0,10.9,10.9,4.9399999999999995,7.77,10.9,10.9,4.9399999999999995,7.77,10.899999999999991
275,11NPSWRD_WQX-GOGA_CCSF_OM09_19911203_1434082,10.9,1.0,10.9,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.521677,37.772495,1991,12,3,1,0,10.9,10.9,4.9399999999999995,7.77,10.9,10.9,4.9399999999999995,7.77,10.899999999999991
276,11NPSWRD_WQX-GOGA_CCSF_OM09_19911203_1434083,10.9,1.0,10.9,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.521677,37.772495,1991,12,3,1,0,10.9,10.9,4.9399999999999995,7.77,10.9,10.9,4.9399999999999995,7.77,10.899999999999991
277,11NPSWRD_WQX-GOGA_CCSF_OM09_19911203_1434085,10.9,1.0,10.9,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.521677,37.772495,1991,12,3,1,0,10.9,10.9,4.9399999999999995,7.77,10.9,10.9,4.9399999999999995,7.77,10.899999999999991
278,11NPSWRD_WQX-GOGA_CCSF_OM09_19911203_1434086,10.9,1.0,10.9,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.521677,37.772495,1991,12,3,1,0,10.9,10.9,4.9399999999999995,7.77,10.9,10.9,4.9399999999999995,7.77,10.899999999999991
279,11NPSWRD_WQX-GOGA_CCSF_OM09_19911203_1434088,10.9,1.0,10.9,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.521677,37.772495,1991,12,3,1,0,10.9,10.9,4.9399999999999995,7.77,10.9,10.9,4.9399999999999995,7.77,10.899999999999991
280,11NPSWRD_WQX-GOGA_CCSF_OM09_19911203_1434089,10.9,1.0,10.9,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.521677,37.772495,1991,12,3,1,0,10.9,10.9,4.9399999999999995,7.77,10.9,10.9,4.9399999999999995,7.77,10.899999999999991
281,11NPSWRD_WQX-GOGA_CCSF_OM09_19920304_1434092,13.8,1.0,13.8,4.9399999999999995,8.16,GOGA0003,1992-03-04,-122.521677,37.772495,1992,3,4,2,0,10.9,10.9,4.9399999999999995,7.77,10.9,10.9,4.9399999999999995,7.77,13.799999999999976
282,11NPSWRD_WQX-GOGA_CCSF_OM09_19920304_1434094,13.8,1.0,13.8,4.9399999999999995,8.16,GOGA0003,1992-03-04,-122.521677,37.772495,1992,3,4,2,0,13.8,13.8,4.9399999999999995,8.16,13.8,13.8,4.9399999999999995,8.16,13.799999999999976
283,11NPSWRD_WQX-GOGA_CCSF_OM09_19920304_1434096,13.7,1.0,13.7,4.9399999999999995,8.15,GOGA0003,1992-03-04,-122.521677,37.772495,1992,3,4,2,0,13.8,13.8,4.9399999999999995,8.16,13.8,13.8,4.9399999999999995,8.16,13.700000000000024
284,11NPSWRD_WQX-GOGA_CCSF_OM09_19920304_1434097,13.8,1.0,13.8,4.9399999999999995,8.15,GOGA0003,1992-03-04,-122.521677,37.772495,1992,3,4,2,0,13.7,13.7,4.9399999999999995,8.15,13.7,13.7,4.9399999999999995,8.15,13.799999999999976
285,11NPSWRD_WQX-GOGA_CCSF_OM09_19920304_1434099,13.7,1.0,13.7,4.9399999999999995,8.16,GOGA0003,1992-03-04,-122.521677,37.772495,1992,3,4,2,0,13.8,13.8,4.9399999999999995,8.15,13.8,13.8,4.9399999999999995,8.15,13.700000000000024
286,11NPSWRD_WQX-GOGA_CCSF_OM09_19920304_1434100,13.8,1.0,13.8,4.9399999999999995,8.16,GOGA0003,1992-03-04,-122.521677,37.772495,1992,3,4,2,0,13.7,13.7,4.9399999999999995,8.16,13.7,13.7,4.9399999999999995,8.16,13.799999999999976
287,11NPSWRD_WQX-GOGA_CCSF_OM09_19920304_1434102,13.8,1.0,13.8,4.9399999999999995,8.17,GOGA0003,1992-03-04,-122.521677,37.772495,1992,3,4,2,0,13.8,13.8,4.9399999999999995,8.16,13.8,13.8,4.9399999999999995,8.16,13.799999999999976
288,11NPSWRD_WQX-GOGA_CCSF_OM09_19920304_1434103,13.9,1.0,13.9,4.9399999999999995,8.18,GOGA0003,1992-03-04,-122.521677,37.772495,1992,3,4,2,0,13.8,13.8,4.9399999999999995,8.17,13.8,13.8,4.9399999999999995,8.17,13.900000000000011
289,11NPSWRD_WQX-GOGA_CCSF_OM09_19920601_1434106,14.6,1.0,14.6,4.9399999999999995,8.08,GOGA0003,1992-06-01,-122.521677,37.772495,1992,6,1,0,0,13.9,13.9,4.9399999999999995,8.18,13.9,13.9,4.9399999999999995,8.18,14.599999999999984
290,11NPSWRD_WQX-GOGA_CCSF_OM09_19920601_1434108,14.5,1.0,14.5,4.9399999999999995,8.08,GOGA0003,1992-06-01,-122.521677,37.772495,1992,6,1,0,0,14.6,14.6,4.9399999999999995,8.08,14.6,14.6,4.9399999999999995,8.08,14.5
291,11NPSWRD_WQX-GOGA_CCSF_OM09_19920601_1434110,14.5,1.0,14.5,4.9399999999999995,8.08,GOGA0003,1992-06-01,-122.521677,37.772495,1992,6,1,0,0,14.5,14.5,4.9399999999999995,8.08,14.5,14.5,4.9399999999999995,8.08,14.5
292,11NPSWRD_WQX-GOGA_CCSF_OM09_19920601_1434111,14.5,1.0,14.5,4.9399999999999995,8.07,GOGA0003,1992-06-01,-122.521677,37.772495,1992,6,1,0,0,14.5,14.5,4.9399999999999995,8.08,14.5,14.5,4.9399999999999995,8.08,14.5
293,11NPSWRD_WQX-GOGA_CCSF_OM09_19920601_1434113,14.5,1.0,14.5,4.9399999999999995,8.07,GOGA0003,1992-06-01,-122.521677,37.772495,1992,6,1,0,0,14.5,14.5,4.9399999999999995,8.07,14.5,14.5,4.9399999999999995,8.07,14.5
294,11NPSWRD_WQX-GOGA_CCSF_OM09_19920601_1434114,14.5,1.0,14.5,4.9399999999999995,8.07,GOGA0003,1992-06-01,-122.521677,37.772495,1992,6,1,0,0,14.5,14.5,4.9399999999999995,8.07,14.5,14.5,4.9399999999999995,8.07,14.5
295,11NPSWRD_WQX-GOGA_CCSF_OM09_19920601_1434116,14.5,1.0,14.5,4.9399999999999995,8.06,GOGA0003,1992-06-01,-122.521677,37.772495,1992,6,1,0,0,14.5,14.5,4.9399999999999995,8.07,14.5,14.5,4.9399999999999995,8.07,14.5
296,11NPSWRD_WQX-GOGA_CCSF_OM09_19920601_1434117,14.5,1.0,14.5,4.9399999999999995,8.06,GOGA0003,1992-06-01,-122.521677,37.772495,1992,6,1,0,0,14.5,14.5,4.9399999999999995,8.06,14.5,14.5,4.9399999999999995,8.06,14.5
297,11NPSWRD_WQX-GOGA_CCSF_OM09_19921019_1434120,16.2,1.0,16.2,4.9399999999999995,7.93,GOGA0003,1992-10-19,-122.521677,37.772495,1992,10,19,0,0,14.5,14.5,4.9399999999999995,8.06,14.5,14.5,4.9399999999999995,8.06,16.200000000000028
298,11NPSWRD_WQX-GOGA_CCSF_OM09_19921019_1434122,16.2,1.0,16.2,4.9399999999999995,7.93,GOGA0003,1992-10-19,-122.521677,37.772495,1992,10,19,0,0,16.2,16.2,4.9399999999999995,7.93,16.2,16.2,4.9399999999999995,7.93,16.200000000000028
299,11NPSWRD_WQX-GOGA_CCSF_OM09_19921019_1434124,15.9,1.0,15.9,4.9399999999999995,7.93,GOGA0003,1992-10-19,-122.521677,37.772495,1992,10,19,0,0,16.2,16.2,4.9399999999999995,7.93,16.2,16.2,4.9399999999999995,7.93,15.900000000000023
300,11NPSWRD_WQX-GOGA_CCSF_OM09_19921019_1434125,15.7,1.0,15.7,4.9399999999999995,7.94,GOGA0003,1992-10-19,-122.521677,37.772495,1992,10,19,0,0,15.9,15.9,4.9399999999999995,7.93,15.9,15.9,4.9399999999999995,7.93,15.700000000000028
301,11NPSWRD_WQX-GOGA_CCSF_OM09_19921019_1434127,15.6,1.0,15.6,4.9399999999999995,7.94,GOGA0003,1992-10-19,-122.521677,37.772495,1992,10,19,0,0,15.7,15.7,4.9399999999999995,7.94,15.7,15.7,4.9399999999999995,7.94,15.59999999999998
302,11NPSWRD_WQX-GOGA_CCSF_OM09_19921019_1434128,15.5,1.0,15.5,4.9399999999999995,7.94,GOGA0003,1992-10-19,-122.521677,37.772495,1992,10,19,0,0,15.6,15.6,4.9399999999999995,7.94,15.6,15.6,4.9399999999999995,7.94,15.5
303,11NPSWRD_WQX-GOGA_CCSF_OM09_19921019_1434130,15.4,1.0,15.4,4.9399999999999995,7.94,GOGA0003,1992-10-19,-122.521677,37.772495,1992,10,19,0,0,15.5,15.5,4.9399999999999995,7.94,15.5,15.5,4.9399999999999995,7.94,15.39970000000002
304,11NPSWRD_WQX-GOGA_CCSF_OM09_19921019_1434131,15.4,1.0,15.4,4.9399999999999995,7.94,GOGA0003,1992-10-19,-122.521677,37.772495,1992,10,19,0,0,15.4,15.4,4.9399999999999995,7.94,15.4,15.4,4.9399999999999995,7.94,15.39970000000002
305,11NPSWRD_WQX-GOGA_CCSF_OM09_19921201_1434134,13.2,1.0,13.2,4.9399999999999995,7.98,GOGA0003,1992-12-01,-122.521677,37.772495,1992,12,1,1,0,15.4,15.4,4.9399999999999995,7.94,15.4,15.4,4.9399999999999995,7.94,13.200000000000024
306,11NPSWRD_WQX-GOGA_CCSF_OM09_19921201_1434136,13.2,1.0,13.2,4.9399999999999995,7.98,GOGA0003,1992-12-01,-122.521677,37.772495,1992,12,1,1,0,13.2,13.2,4.9399999999999995,7.98,13.2,13.2,4.9399999999999995,7.98,13.200000000000024
307,11NPSWRD_WQX-GOGA_CCSF_OM09_19921201_1434138,13.1,1.0,13.1,4.9399999999999995,7.98,GOGA0003,1992-12-01,-122.521677,37.772495,1992,12,1,1,0,13.2,13.2,4.9399999999999995,7.98,13.2,13.2,4.9399999999999995,7.98,13.099999999999993
308,11NPSWRD_WQX-GOGA_CCSF_OM09_19921201_1434139,13.1,1.0,13.1,4.9399999999999995,7.98,GOGA0003,1992-12-01,-122.521677,37.772495,1992,12,1,1,0,13.1,13.1,4.9399999999999995,7.98,13.1,13.1,4.9399999999999995,7.98,13.099999999999993
309,11NPSWRD_WQX-GOGA_CCSF_OM09_19921201_1434141,13.0,1.0,13.0,4.9399999999999995,7.98,GOGA0003,1992-12-01,-122.521677,37.772495,1992,12,1,1,0,13.1,13.1,4.9399999999999995,7.98,13.1,13.1,4.9399999999999995,7.98,13.0
310,11NPSWRD_WQX-GOGA_CCSF_OM09_19921201_1434142,13.0,1.0,13.0,4.9399999999999995,7.98,GOGA0003,1992-12-01,-122.521677,37.772495,1992,12,1,1,0,13.0,13.0,4.9399999999999995,7.98,13.0,13.0,4.9399999999999995,7.98,13.0
311,11NPSWRD_WQX-GOGA_CCSF_OM09_19921201_1434144,13.0,1.0,13.0,4.9399999999999995,7.97,GOGA0003,1992-12-01,-122.521677,37.772495,1992,12,1,1,0,13.0,13.0,4.9399999999999995,7.98,13.0,13.0,4.9399999999999995,7.98,13.0
312,11NPSWRD_WQX-GOGA_CCSF_OM09_19921201_1434145,13.0,1.0,13.0,4.9399999999999995,7.97,GOGA0003,1992-12-01,-122.521677,37.772495,1992,12,1,1,0,13.0,13.0,4.9399999999999995,7.97,13.0,13.0,4.9399999999999995,7.97,13.0
313,11NPSWRD_WQX-GOGA_CCSF_OM09_19930311_1434148,13.0,1.0,13.0,4.9399999999999995,8.13,GOGA0003,1993-03-11,-122.521677,37.772495,1993,3,11,3,0,13.0,13.0,4.9399999999999995,7.97,13.0,13.0,4.9399999999999995,7.97,13.0
314,11NPSWRD_WQX-GOGA_CCSF_OM09_19930311_1434150,13.0,1.0,13.0,4.9399999999999995,8.14,GOGA0003,1993-03-11,-122.521677,37.772495,1993,3,11,3,0,13.0,13.0,4.9399999999999995,8.13,13.0,13.0,4.9399999999999995,8.13,13.0
315,11NPSWRD_WQX-GOGA_CCSF_OM09_19930311_1434152,13.0,1.0,13.0,4.9399999999999995,8.14,GOGA0003,1993-03-11,-122.521677,37.772495,1993,3,11,3,0,13.0,13.0,4.9399999999999995,8.14,13.0,13.0,4.9399999999999995,8.14,13.0
316,11NPSWRD_WQX-GOGA_CCSF_OM09_19930311_1434153,13.0,1.0,13.0,4.9399999999999995,8.14,GOGA0003,1993-03-11,-122.521677,37.772495,1993,3,11,3,0,13.0,13.0,4.9399999999999995,8.14,13.0,13.0,4.9399999999999995,8.14,13.0
317,11NPSWRD_WQX-GOGA_CCSF_OM09_19930311_1434155,13.0,1.0,13.0,4.9399999999999995,8.14,GOGA0003,1993-03-11,-122.521677,37.772495,1993,3,11,3,0,13.0,13.0,4.9399999999999995,8.14,13.0,13.0,4.9399999999999995,8.14,13.0
318,11NPSWRD_WQX-GOGA_CCSF_OM09_19930311_1434156,13.0,1.0,13.0,4.9399999999999995,8.14,GOGA0003,1993-03-11,-122.521677,37.772495,1993,3,11,3,0,13.0,13.0,4.9399999999999995,8.14,13.0,13.0,4.9399999999999995,8.14,13.0
319,11NPSWRD_WQX-GOGA_CCSF_OM09_19930311_1434158,14.0,1.0,14.0,4.9399999999999995,8.14,GOGA0003,1993-03-11,-122.521677,37.772495,1993,3,11,3,0,13.0,13.0,4.9399999999999995,8.14,13.0,13.0,4.9399999999999995,8.14,14.0
320,11NPSWRD_WQX-GOGA_CCSF_OM09_19930311_1434159,14.0,1.0,14.0,4.9399999999999995,8.15,GOGA0003,1993-03-11,-122.521677,37.772495,1993,3,11,3,0,14.0,14.0,4.9399999999999995,8.14,14.0,14.0,4.9399999999999995,8.14,14.0
321,11NPSWRD_WQX-GOGA_CCSF_OM09_19930629_1434162,12.0,1.0,12.0,4.9399999999999995,7.74,GOGA0003,1993-06-29,-122.521677,37.772495,1993,6,29,1,0,14.0,14.0,4.9399999999999995,8.15,14.0,14.0,4.9399999999999995,8.15,12.0
322,11NPSWRD_WQX-GOGA_CCSF_OM09_19930629_1434164,12.0,1.0,12.0,4.9399999999999995,7.72,GOGA0003,1993-06-29,-122.521677,37.772495,1993,6,29,1,0,12.0,12.0,4.9399999999999995,7.74,12.0,12.0,4.9399999999999995,7.74,12.0
323,11NPSWRD_WQX-GOGA_CCSF_OM09_19930629_1434166,12.0,1.0,12.0,4.9399999999999995,7.64,GOGA0003,1993-06-29,-122.521677,37.772495,1993,6,29,1,0,12.0,12.0,4.9399999999999995,7.72,12.0,12.0,4.9399999999999995,7.72,12.0
324,11NPSWRD_WQX-GOGA_CCSF_OM09_19930629_1434167,11.0,1.0,11.0,4.9399999999999995,7.62,GOGA0003,1993-06-29,-122.521677,37.772495,1993,6,29,1,0,12.0,12.0,4.9399999999999995,7.64,12.0,12.0,4.9399999999999995,7.64,11.0
325,11NPSWRD_WQX-GOGA_CCSF_OM09_19930629_1434169,10.0,1.0,10.0,4.9399999999999995,7.58,GOGA0003,1993-06-29,-122.521677,37.772495,1993,6,29,1,0,11.0,11.0,4.9399999999999995,7.62,11.0,11.0,4.9399999999999995,7.62,10.0
326,11NPSWRD_WQX-GOGA_CCSF_OM09_19930629_1434170,10.0,1.0,10.0,4.9399999999999995,7.58,GOGA0003,1993-06-29,-122.521677,37.772495,1993,6,29,1,0,10.0,10.0,4.9399999999999995,7.58,10.0,10.0,4.9399999999999995,7.58,10.0
327,11NPSWRD_WQX-GOGA_CCSF_OM09_19930629_1434172,10.0,1.0,10.0,4.9399999999999995,7.57,GOGA0003,1993-06-29,-122.521677,37.772495,1993,6,29,1,0,10.0,10.0,4.9399999999999995,7.58,10.0,10.0,4.9399999999999995,7.58,10.0
328,11NPSWRD_WQX-GOGA_CCSF_OM09_19930629_1434173,10.0,1.0,10.0,4.9399999999999995,7.58,GOGA0003,1993-06-29,-122.521677,37.772495,1993,6,29,1,0,10.0,10.0,4.9399999999999995,7.57,10.0,10.0,4.9399999999999995,7.57,10.0
329,11NPSWRD_WQX-GOGA_CCSF_OM09_19930831_1434176,15.0,1.0,15.0,4.9399999999999995,8.3,GOGA0003,1993-08-31,-122.521677,37.772495,1993,8,31,1,0,10.0,10.0,4.9399999999999995,7.58,10.0,10.0,4.9399999999999995,7.58,15.0
330,11NPSWRD_WQX-GOGA_CCSF_OM09_19930831_1434178,15.0,1.0,15.0,4.9399999999999995,8.3,GOGA0003,1993-08-31,-122.521677,37.772495,1993,8,31,1,0,15.0,15.0,4.9399999999999995,8.3,15.0,15.0,4.9399999999999995,8.3,15.0
331,11NPSWRD_WQX-GOGA_CCSF_OM09_19930831_1434180,15.0,1.0,15.0,4.9399999999999995,8.3,GOGA0003,1993-08-31,-122.521677,37.772495,1993,8,31,1,0,15.0,15.0,4.9399999999999995,8.3,15.0,15.0,4.9399999999999995,8.3,15.0
332,11NPSWRD_WQX-GOGA_CCSF_OM09_19930831_1434181,15.0,1.0,15.0,4.9399999999999995,8.3,GOGA0003,1993-08-31,-122.521677,37.772495,1993,8,31,1,0,15.0,15.0,4.9399999999999995,8.3,15.0,15.0,4.9399999999999995,8.3,15.0
333,11NPSWRD_WQX-GOGA_CCSF_OM09_19930831_1434183,15.0,1.0,15.0,4.9399999999999995,8.3,GOGA0003,1993-08-31,-122.521677,37.772495,1993,8,31,1,0,15.0,15.0,4.9399999999999995,8.3,15.0,15.0,4.9399999999999995,8.3,15.0
334,11NPSWRD_WQX-GOGA_CCSF_OM09_19930831_1434184,15.0,1.0,15.0,4.9399999999999995,8.3,GOGA0003,1993-08-31,-122.521677,37.772495,1993,8,31,1,0,15.0,15.0,4.9399999999999995,8.3,15.0,15.0,4.9399999999999995,8.3,15.0
335,11NPSWRD_WQX-GOGA_CCSF_OM09_19930831_1434186,15.0,1.0,15.0,4.9399999999999995,8.3,GOGA0003,1993-08-31,-122.521677,37.772495,1993,8,31,1,0,15.0,15.0,4.9399999999999995,8.3,15.0,15.0,4.9399999999999995,8.3,15.0
336,11NPSWRD_WQX-GOGA_CCSF_OM09_19931220_1434189,12.0,1.0,12.0,4.9399999999999995,7.94,GOGA0003,1993-12-20,-122.521677,37.772495,1993,12,20,0,0,15.0,15.0,4.9399999999999995,8.3,15.0,15.0,4.9399999999999995,8.3,12.0
337,11NPSWRD_WQX-GOGA_CCSF_OM09_19931220_1434191,12.0,1.0,12.0,4.9399999999999995,7.93,GOGA0003,1993-12-20,-122.521677,37.772495,1993,12,20,0,0,12.0,12.0,4.9399999999999995,7.94,12.0,12.0,4.9399999999999995,7.94,12.0
338,11NPSWRD_WQX-GOGA_CCSF_OM09_19931220_1434193,12.0,1.0,12.0,4.9399999999999995,7.94,GOGA0003,1993-12-20,-122.521677,37.772495,1993,12,20,0,0,12.0,12.0,4.9399999999999995,7.93,12.0,12.0,4.9399999999999995,7.93,12.0
339,11NPSWRD_WQX-GOGA_CCSF_OM09_19931220_1434194,12.0,1.0,12.0,4.9399999999999995,7.94,GOGA0003,1993-12-20,-122.521677,37.772495,1993,12,20,0,0,12.0,12.0,4.9399999999999995,7.94,12.0,12.0,4.9399999999999995,7.94,12.0
340,11NPSWRD_WQX-GOGA_CCSF_OM09_19931220_1434196,12.0,1.0,12.0,4.9399999999999995,7.94,GOGA0003,1993-12-20,-122.521677,37.772495,1993,12,20,0,0,12.0,12.0,4.9399999999999995,7.94,12.0,12.0,4.9399999999999995,7.94,12.0
341,11NPSWRD_WQX-GOGA_CCSF_OM09_19931220_1434197,12.0,1.0,12.0,4.9399999999999995,7.95,GOGA0003,1993-12-20,-122.521677,37.772495,1993,12,20,0,0,12.0,12.0,4.9399999999999995,7.94,12.0,12.0,4.9399999999999995,7.94,12.0
342,11NPSWRD_WQX-GOGA_CCSF_OM09_19931220_1434199,12.0,1.0,12.0,4.9399999999999995,7.95,GOGA0003,1993-12-20,-122.521677,37.772495,1993,12,20,0,0,12.0,12.0,4.9399999999999995,7.95,12.0,12.0,4.9399999999999995,7.95,12.0
343,11NPSWRD_WQX-GOGA_CCSF_OM09_19931220_1434200,12.0,1.0,12.0,4.9399999999999995,7.93,GOGA0003,1993-12-20,-122.521677,37.772495,1993,12,20,0,0,12.0,12.0,4.9399999999999995,7.95,12.0,12.0,4.9399999999999995,7.95,12.0
344,11NPSWRD_WQX-GOGA_CCSF_OM09_19931220_1434202,12.0,1.0,12.0,4.9399999999999995,7.93,GOGA0003,1993-12-20,-122.521677,37.772495,1993,12,20,0,0,12.0,12.0,4.9399999999999995,7.93,12.0,12.0,4.9399999999999995,7.93,12.0
345,11NPSWRD_WQX-GOGA_CCSF_OM09_19940315_1434204,13.7,1.0,13.7,4.9399999999999995,7.95,GOGA0003,1994-03-15,-122.521677,37.772495,1994,3,15,1,0,12.0,12.0,4.9399999999999995,7.93,12.0,12.0,4.9399999999999995,7.93,13.700000000000024
346,11NPSWRD_WQX-GOGA_CCSF_OM09_19940315_1434206,13.2,1.0,13.2,4.9399999999999995,7.95,GOGA0003,1994-03-15,-122.521677,37.772495,1994,3,15,1,0,13.7,13.7,4.9399999999999995,7.95,13.7,13.7,4.9399999999999995,7.95,13.200000000000024
347,11NPSWRD_WQX-GOGA_CCSF_OM09_19940315_1434208,12.9,1.0,12.9,4.9399999999999995,7.95,GOGA0003,1994-03-15,-122.521677,37.772495,1994,3,15,1,0,13.2,13.2,4.9399999999999995,7.95,13.2,13.2,4.9399999999999995,7.95,12.900000000000004
348,11NPSWRD_WQX-GOGA_CCSF_OM09_19940315_1434209,12.7,1.0,12.7,4.9399999999999995,7.92,GOGA0003,1994-03-15,-122.521677,37.772495,1994,3,15,1,0,12.9,12.9,4.9399999999999995,7.95,12.9,12.9,4.9399999999999995,7.95,12.700300000000025
349,11NPSWRD_WQX-GOGA_CCSF_OM09_19940315_1434211,12.6,1.0,12.6,4.9399999999999995,7.92,GOGA0003,1994-03-15,-122.521677,37.772495,1994,3,15,1,0,12.7,12.7,4.9399999999999995,7.92,12.7,12.7,4.9399999999999995,7.92,12.599999999999998
350,11NPSWRD_WQX-GOGA_CCSF_OM09_19940315_1434212,12.6,1.0,12.6,4.9399999999999995,7.92,GOGA0003,1994-03-15,-122.521677,37.772495,1994,3,15,1,0,12.6,12.6,4.9399999999999995,7.92,12.6,12.6,4.9399999999999995,7.92,12.599999999999998
351,11NPSWRD_WQX-GOGA_CCSF_OM09_19940315_1434214,12.6,1.0,12.6,4.9399999999999995,7.93,GOGA0003,1994-03-15,-122.521677,37.772495,1994,3,15,1,0,12.6,12.6,4.9399999999999995,7.92,12.6,12.6,4.9399999999999995,7.92,12.599999999999998
352,11NPSWRD_WQX-GOGA_CCSF_OM09_19940315_1434215,12.6,1.0,12.6,4.9399999999999995,7.93,GOGA0003,1994-03-15,-122.521677,37.772495,1994,3,15,1,0,12.6,12.6,4.9399999999999995,7.93,12.6,12.6,4.9399999999999995,7.93,12.599999999999998
358,11NPSWRD_WQX-GOGA_CCSF_OM09_19940913_1434229,15.3,1.0,15.3,4.9399999999999995,7.92,GOGA0003,1994-09-13,-122.521677,37.772495,1994,9,13,1,0,12.6,12.6,4.9399999999999995,7.93,12.6,12.6,4.9399999999999995,7.93,15.299999999999972
359,11NPSWRD_WQX-GOGA_CCSF_OM09_19940913_1434231,15.1,1.0,15.1,4.9399999999999995,7.92,GOGA0003,1994-09-13,-122.521677,37.772495,1994,9,13,1,0,15.3,15.3,4.9399999999999995,7.92,15.3,15.3,4.9399999999999995,7.92,15.099999999999982
360,11NPSWRD_WQX-GOGA_CCSF_OM09_19940913_1434233,15.0,1.0,15.0,4.9399999999999995,7.91,GOGA0003,1994-09-13,-122.521677,37.772495,1994,9,13,1,0,15.1,15.1,4.9399999999999995,7.92,15.1,15.1,4.9399999999999995,7.92,15.0
361,11NPSWRD_WQX-GOGA_CCSF_OM09_19940913_1434234,14.7,1.0,14.7,4.9399999999999995,7.9,GOGA0003,1994-09-13,-122.521677,37.772495,1994,9,13,1,0,15.0,15.0,4.9399999999999995,7.91,15.0,15.0,4.9399999999999995,7.91,14.700000000000028
