OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,BinaryObjectFileName,BinaryObjectFileTypeCode,ActivityFileUrl,ActivityMetricUrl,ActivityGroupUrl,ProviderName
USGS-CA,USGS California Water Science Center,nwisca.01.02200900,Sample-Routine,Water,Surface Water,2021-12-13,11:25:00,PST,,,,,,,,,,,,,Observer,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02303671,Sample-Routine,Water,Surface Water,2023-04-19,10:00:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373642122120401,Algae.,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Submersible centrifugal pump,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02002823,Sample-Routine,Water,Surface Water,2020-04-16,14:11:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202423,Sample-Routine,Water,Surface Water,2022-03-10,14:45:00,PST,,,,,,,,,,,,,,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02104551,Sample-Routine,Water,Surface Water,2021-07-08,09:45:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373642122120401,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Submersible centrifugal pump,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02002644,Sample-Routine,Water,Surface Water,2020-03-19,13:55:00,PDT,,,,,,,,,,,,,,USGS-11181040,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,USGS parameter code 82398,Multiple verticals,,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02002831,Sample-Routine,Sediment,Bottom material,2020-05-07,12:37:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Bed Material -- Scoop Shovel,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200702,Sample-Routine,Water,Surface Water,2021-12-16,02:00:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11174600,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101836,Sample-Routine,Water,Surface Water,2021-01-29,00:15:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11174600,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200696,Sample-Routine,Water,Surface Water,2021-12-13,13:15:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11174600,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02201631,Sample-Routine,Water,Surface Water,2021-12-23,11:07:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176090,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02201226,Sample-Routine,Water,Surface Water,2021-12-23,13:22:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02102135,Sample-Routine,Water,Surface Water,2021-01-29,16:30:00,PST,,,,,,,,,,,,,Observer,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101225,Sample-Routine,Water,Surface Water,2020-12-27,15:25:00,PST,,,,,,,,,,,,,,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02002779,Sample-Routine,Water,Surface Water,2020-04-16,16:37:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02204547,Sample-Routine,Water,Surface Water,2022-07-07,12:17:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373203122080901,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202569,Sample-Routine,Sediment,Bottom material,2022-03-08,13:34:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11174600,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Bed Material -- Scoop Shovel,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101238,Sample-Routine,Water,Surface Water,2020-12-31,15:00:00,PST,,,,,,,,,,,,,Observer,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103191,Sample-Routine,Water,Surface Water,2021-04-25,16:55:00,PDT,,,,,,,,,,,,,Observer,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101557,Sample-Routine,Water,Surface Water,2021-01-28,14:54:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176200,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US D-95 plastic bottle,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200801,Sample-Routine,Water,Surface Water,2021-12-27,09:07:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11181040,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02100750,Sample-Routine,Water,Surface Water,2020-12-11,10:55:00,PST,,,,,,,,,,,,,,USGS-11174600,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101634,Sample-Routine,Water,Surface Water,2021-01-27,10:39:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200660,Sample-Routine,Water,Surface Water,2021-12-14,10:15:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176145,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101856,Sample-Routine,Water,Surface Water,2021-01-28,17:08:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176090,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103174,Sample-Routine,Water,Surface Water,2021-04-03,17:05:00,PDT,,,,,,,,,,,,,,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02303662,Sample-Routine,Water,Surface Water,2023-04-19,07:40:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373847122095001,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02203430,Sample-Routine,Water,Surface Water,2022-04-21,16:30:00,PDT,,,,,,,,,,,,,,USGS-11176145,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200870,Sample-Routine,Water,Surface Water,2021-11-13,15:15:00,PST,,,,,,,,,,,,,Observer,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02102269,Sample-Routine,Water,Surface Water,2021-04-01,12:30:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11180770,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02100045,Sample-Routine,Water,Surface Water,2020-10-01,10:26:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11181040,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,USGS parameter code 82398,Multiple verticals,,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02306421,Sample-Routine,Water,Surface Water,2023-08-24,07:25:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-372844122043800,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Diaphragm pump,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202750,Sample-Routine,Water,Surface Water,2022-03-28,11:48:00,PDT,,,,,,,,,,,,,,USGS-11174600,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,USGS parameter code 82398,"Single vertical, depth integrated",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02100306,Sample-Routine,Water,Surface Water,2020-11-04,15:29:00,PST,,,,,,,,,,,,,,USGS-11181040,Bottle A needs tare.,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,USGS parameter code 82398,"Single vertical, depth integrated",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103796,Sample-Routine,Water,Surface Water,2021-04-30,19:10:00,PDT,,,,,,,,,,,,,Observer,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101865,Sample-Routine,Water,Surface Water,2021-01-29,01:08:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176090,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200516,Sample-Routine,Water,Surface Water,2021-10-24,23:19:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176200,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200458,Sample-Routine,Water,Surface Water,2021-11-09,13:39:00,PST,,,,,,,,,,,,,,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202300,Sample-Routine,Water,Surface Water,2022-02-10,11:48:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11181040,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,USGS parameter code 82398,"Single vertical, depth integrated",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02106541,Sample-Routine,Water,Surface Water,2021-08-04,10:08:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373401122092201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Submersible centrifugal pump,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101868,Sample-Routine,Water,Surface Water,2021-01-29,03:08:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176090,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02003903,Sample-Routine,Water,Surface Water,2020-08-30,12:15:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11180770,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02102166,Sample-Routine,Water,Surface Water,2021-03-14,18:05:00,PDT,,,,,,,,,,,,,,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200525,Sample-Routine,Water,Surface Water,2021-11-09,12:15:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176200,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02100707,Sample-Routine,Water,Surface Water,2020-11-15,14:00:00,PST,,,,,,,,,,,,,Observer,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02203414,Sample-Routine,Water,Surface Water,2022-04-13,17:10:00,PDT,,,,,,,,,,,,,Observer,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02203465,Sample-Routine,Water,Surface Water,2022-04-26,10:22:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11181040,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,USGS parameter code 82398,"Single vertical, depth integrated",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205595,Sample-Routine,Water,Surface Water,2022-08-31,10:24:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373540122094301,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200524,Sample-Routine,Water,Surface Water,2021-10-25,14:37:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176200,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02306053,Sample-Routine,Water,Surface Water,2023-08-02,09:29:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373642122120401,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200724,Sample-Routine,Water,Surface Water,2021-12-14,13:04:00,PST,,,,,,,,,,,,,,USGS-11176090,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101834,Sample-Routine,Water,Surface Water,2021-01-28,12:10:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11174600,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02305228,Sample-Routine,Water,Surface Water,2023-07-12,09:36:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373401122092201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200697,Sample-Routine,Water,Surface Water,2021-12-13,16:12:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11174600,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02203505,Sample-Routine,Water,Surface Water,2022-05-05,12:08:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176145,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02203311,Sample-Routine,Water,Surface Water,2022-04-14,12:30:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373642122120401,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Submersible centrifugal pump,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200626,Sample-Routine,Water,Surface Water,2021-10-26,12:34:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176090,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200782,Sample-Routine,Water,Surface Water,2021-12-17,14:19:00,PST,,,,,,,,,,,,,,USGS-11181040,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,USGS parameter code 82398,"Single vertical, depth integrated",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200243,Sample-Routine,Water,Surface Water,2021-10-21,12:10:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11181040,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,USGS parameter code 82398,"Single vertical, depth integrated",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200363,Sample-Routine,Water,Surface Water,2021-10-25,00:31:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11181040,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02100342,Sample-Routine,Water,Surface Water,2020-10-29,18:00:00,PDT,,,,,,,,,,,,,Observer,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
