OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
CEDEN,California State Water Resources Control Board,CEDEN--2144303460,2020-05-12,08:00:00,PST,CEDEN-541XVH132,STORET-973044185,,,,Turbidity,Total,14,NTU,,Final,,Actual,,,,,,,,,,1; V050472017,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,CEDEN,SM 2130 B,,,,,2020-05-13,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2615357,2020-08-10,08:07:00,PST,CABEACH_WQX-Crown Bath House,STORET-899661424,,,,Fecal Coliform,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L237506-2,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2603880,2020-06-29,08:14:00,PST,CABEACH_WQX-Crown Bath House,STORET-899661232,,,,Total Coliform,,30,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L236660-2,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2612417,2020-07-20,13:18:00,PST,CABEACH_WQX-Crown Bath House,STORET-899661421,,,,Fecal Coliform,,58,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L237103-2,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2595927,2020-05-27,13:28:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-899665644,,,,Fecal Coliform,,2000,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L236074-3,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2637369,2020-11-02,11:13:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-899665736,,,,Fecal Coliform,,7,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L239215-3,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2635000,2020-10-26,11:02:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-899664935,,,,Enterococcus,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,L239071-1,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2633990,2020-10-19,13:08:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-899664752,,,,Fecal Coliform,,20,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L238945-1,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2614128,2020-08-03,13:07:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-899664642,,,,Fecal Coliform,,19,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L237367-6,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2587121,2020-04-27,13:41:00,PST,CABEACH_WQX-Crown Bath House,STORET-899661150,,,,Total Coliform,,340,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L235558-2,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144300903,2020-04-14,08:00:00,PST,CEDEN-541XVH132,STORET-963579794,,,,pH,None,7.98,None,,Final,,Actual,,,,,,,,,,165-VH132-TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,CEDEN,EPA 821/R-02-012,,,,,2020-04-15,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2603883,2020-06-29,08:07:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-899665470,,,,Total Coliform,,31,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L236660-3,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2590941,2020-05-11,13:55:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-899665931,,,,Total Coliform,,170,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L235770-1,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2603875,2020-06-29,08:24:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-899664847,,,,Enterococcus,,5,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,L236660-1,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2618066,2020-08-24,07:45:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-899664716,,,,Fecal Coliform,,3,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L237816-6,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2599865,2020-06-08,13:49:00,PST,CABEACH_WQX-Crown Bath House,STORET-899661229,,,,Total Coliform,,640,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L236259-2,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2623766,2020-08-31,12:28:00,PST,CABEACH_WQX-Crown Bath House,STORET-899661241,,,,Total Coliform,,31,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L237957-2,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144446990,2020-06-04,08:40:00,PST,CEDEN-204R04816,STORET-963575734,,,None,Kjeldahl nitrogen,Total,0.66,mg/L,,Final,,Actual,,,,,,,,,,1; V050037082,,,,,,,,,,,,,,,,,,,,,,,,,,,,4019,CEDEN,SM 4500-NH3 C v20,,,,,2020-06-19,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144300840,2020-05-12,08:00:00,PST,CEDEN-541XVH132,STORET-963568050,,,,pH,None,8.09,None,,Final,,Actual,,,,,,,,,,166-VH132-TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,CEDEN,EPA 821/R-02-012,,,,,2020-05-13,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2633994,2020-10-19,12:58:00,PST,CABEACH_WQX-Crown Bath House,STORET-899661320,,,,Total Coliform,,130,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L238945-2,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2637378,2020-11-02,10:31:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-899664726,,,,Fecal Coliform,,5,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L239215-6,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144300903,2020-04-14,08:00:00,PST,CEDEN-541XVH132,STORET-963579792,,,as CaCO3,"Alkalinity, total",Total,122,mg/L,,Final,,Actual,,,,,,,,,,165-VH132-TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,CEDEN,EPA 821/R-02-013,,,,,2020-04-15,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2646789,2020-12-14,10:55:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-899660952,,,,Fecal Coliform,,9,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L240102-5,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144300840,2020-05-12,08:00:00,PST,CEDEN-541XVH132,STORET-963568051,,,,Survival,None,100,%,,Final,,Actual,,,,,,,,,,166-VH132-TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,CEDEN,EPA 821/R-02-012,,,,,2020-05-13,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2627704,2020-09-21,11:10:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-899665661,,,,Fecal Coliform,,66,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L238373-3,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144300903,2020-04-14,08:00:00,PST,CEDEN-541XVH132,STORET-963579801,,,,pH,None,8.22,None,,Final,,Actual,,,,,,,,,,165-VH132-TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,CEDEN,EPA 821/R-02-012,,,,,2020-04-15,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144300752,2020-08-11,08:00:00,PST,CEDEN-541XVH132,STORET-963610813,,,,pH,None,8.13,None,,Final,,Actual,,,,,,,,,,169-VH132-TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,CEDEN,EPA 821/R-02-012,,,,,2020-08-12,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144447541,2020-06-04,08:40:00,PST,CEDEN-204R04816,STORET-973286882,,,as P,Phosphorus,Total,0.079,mg/L,,Final,,Actual,,,,,,,,,,1; V050037082,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,CEDEN,SM 4500-P E,,,,,2020-06-18,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2580646,2020-03-23,11:56:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-899664623,,,,Fecal Coliform,,110,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L235036-6,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2589481,2020-05-04,10:16:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-899664810,,,,Enterococcus,,4,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,L235640-6,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144300840,2020-05-12,08:00:00,PST,CEDEN-541XVH132,STORET-963568052,,,,pH,None,9.95,None,,Final,,Actual,,,,,,,,,,166-VH132-TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,CEDEN,EPA 821/R-02-013,,,,,2020-05-13,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2580647,2020-03-23,11:56:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-899660212,,,,Total Coliform,,160,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L235036-6,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2630191,2020-09-28,11:36:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-899665192,,,,Fecal Coliform,,5,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L238516-4,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144447644,2020-05-13,09:15:00,PST,CEDEN-204R04879,STORET-963590066,,,as N,Nitrate,Total,0.15,mg/L,,Final,,Actual,,,,,,,,,,1; V050037002,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,CEDEN,EPA 300.0,,,,,2020-05-14,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2592874,2020-05-18,10:50:00,PST,CABEACH_WQX-Crown Bath House,STORET-899661339,,,,Fecal Coliform,,26,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L235883-2,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2627348,2020-09-16,12:55:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-899661056,,,,Enterococcus,,2,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,L238308-5,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144307217,2020-09-08,08:00:00,PST,CEDEN-541XVH132,STORET-963607430,,,,Organic carbon,Dissolved,5.8,mg/L,,Final,,Actual,,,,,,,,,,1; V090354017,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,CEDEN,SM 5310 B,,,,,2020-09-20,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2603881,2020-06-29,08:07:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-899665826,,,,Enterococcus,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,L236660-3,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2631503,2020-10-05,10:54:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-899665193,,,,Fecal Coliform,,5,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L238639-4,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2595917,2020-05-26,13:17:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-899660670,,,,Total Coliform,,300,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L236042-5,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144308566,2020-09-08,08:00:00,PST,CEDEN-541XVH132,STORET-963566444,,,,Tributyl phosphate,Total,114,% recovery,,Final,,Actual,,,,,,,,,,1; BA17832,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,CEDEN,EPA 8141A,,,,,2020-10-06,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2592875,2020-05-18,10:50:00,PST,CABEACH_WQX-Crown Bath House,STORET-899661225,,,,Total Coliform,,390,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L235883-2,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144447133,2020-05-18,09:20:00,PST,CEDEN-203R04055,STORET-963595885,,,as N,Nitrate,Total,1,mg/L,,Final,,Actual,,,,,,,,,,1; V050037020,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,CEDEN,EPA 300.0,,,,,2020-05-19,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144300840,2020-05-12,08:00:00,PST,CEDEN-541XVH132,STORET-963568055,,,as CaCO3,"Alkalinity, total",Total,85.5,mg/L,,Final,,Actual,,,,,,,,,,166-VH132-TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,CEDEN,EPA 821/R-02-012,,,,,2020-05-13,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2590952,2020-05-11,13:20:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-899660852,,,,Fecal Coliform,,25,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L235770-5,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2615364,2020-08-10,07:53:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-899665005,,,,Total Coliform,,340,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L237506-4,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2614118,2020-08-03,13:29:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-899665831,,,,Enterococcus,,14,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,L237367-3,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2627711,2020-09-21,10:48:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-899660759,,,,Total Coliform,,63,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L238373-5,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2615362,2020-08-10,07:53:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-899665364,,,,Enterococcus,,2,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,L237506-4,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2645540,2020-11-16,13:02:00,PST,CABEACH_WQX-Crown Bath House,STORET-899661323,,,,Total Coliform,,2400,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L239515-2,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2585750,2020-04-20,11:20:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-899664836,,,,Enterococcus,,60,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,L235454-1,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2632039,2020-10-13,10:48:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-899660946,,,,Fecal Coliform,,29,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L238797-5,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2618059,2020-08-24,08:00:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-899665366,,,,Enterococcus,,5,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,L237816-4,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2589467,2020-05-04,10:47:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-899664657,,,,Fecal Coliform,,44,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L235640-1,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2623765,2020-08-31,12:28:00,PST,CABEACH_WQX-Crown Bath House,STORET-899661427,,,,Fecal Coliform,,2,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L237957-2,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144300752,2020-08-11,08:00:00,PST,CEDEN-541XVH132,STORET-963610817,,,,pH,None,8.02,None,,Final,,Actual,,,,,,,,,,169-VH132-TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,CEDEN,EPA 821/R-02-012,,,,,2020-08-12,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144300897,2020-09-09,09:40:00,PST,CEDEN-541XVH132,STORET-963609774,,,,Survival,None,80,%,,Final,,Actual,,,,,,,,,,170-VH132-STE,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,CEDEN,EPA 600/R-99-064,,,,,2020-09-12,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2632027,2020-10-13,11:23:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-899664751,,,,Fecal Coliform,,7,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L238797-1,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144447099,2020-06-15,12:35:00,PST,CEDEN-204R01422,STORET-963608439,,,,Chloride,Total,9.8,mg/L,,Final,,Actual,,,,,,,,,,1; V050037107,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,CEDEN,EPA 300.0,,,,,2020-06-16,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2590950,2020-05-11,13:27:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-899664992,,,,Total Coliform,,130,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L235770-4,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144304488,2020-04-14,08:00:00,PST,CEDEN-541XVH132,STORET-973048551,,,,Triphenyl phosphate,Total,106,% recovery,,Final,,Actual,,,,,,,,,,1; BA09754,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,CEDEN,EPA 8141A,,,,,2020-04-25,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2590940,2020-05-11,13:55:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-899664658,,,,Fecal Coliform,,160,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,L235770-1,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2592882,2020-05-18,10:30:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-899661038,,,,Enterococcus,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,L235883-5,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2630187,2020-09-28,11:47:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-899665840,,,,Enterococcus,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,L238516-3,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2584898,2020-04-13,08:33:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-899665927,,,,Total Coliform,,51,MPN/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,L235352-1,,,,,,,,,,,,,,,STORET
